B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
114,60,103,221,53,164,234,34,498,432,1
104,64,163,221,59,429,60,136,114,412,1
516,234,84,29,16,164,203,42,523,59,0
58,163,888,777,59,24,82,45,67,43,1
113,234,38,79,235,14,154,147,81,888,1
777,154,83,235,68,114,40,517,157,77,0
83,203,103,221,432,50,121,39,18,497,1
113,121,99,81,16,164,28,777,236,267,0
102,154,200,236,267,164,5,887,498,888,1
164,154,61,236,22,79,102,234,235,40,0
516,141,517,236,40,83,154,75,235,223,0
3,154,67,81,22,777,141,150,523,111,0
164,200,45,81,432,38,154,58,523,50,1
24,141,69,202,350,78,154,112,81,62,1
113,887,80,81,350,23,154,103,429,412,1
164,154,75,21,497,84,64,41,22,235,0
107,234,517,523,22,50,64,147,202,89,0
164,141,38,429,518,21,245,154,98,235,0
82,141,45,81,12,164,154,105,51,22,1
74,30,777,81,111,26,163,104,202,25,0
50,64,154,236,201,266,107,163,51,16,0
83,141,38,43,81,150,154,266,29,117,0
150,887,104,147,432,266,154,45,235,223,0
79,200,4,81,555,92,154,10,235,74,0
24,76,147,145,555,41,268,62,202,235,1
126,113,103,235,147,6,106,61,81,117,1
10,104,127,429,32,114,163,121,236,25,0
8,62,105,236,350,114,76,127,223,235,1
41,62,38,18,37,39,121,112,29,497,1
114,141,79,81,34,164,246,112,429,22,1
126,64,112,67,53,516,77,39,202,432,0
777,234,103,147,44,223,141,3,145,432,1
41,154,166,81,350,245,246,24,145,147,0
39,203,45,145,111,43,200,42,81,350,0
150,246,45,221,350,154,62,517,81,44,1
24,421,42,235,57,164,30,157,221,888,0
92,62,136,236,350,106,28,104,202,147,0
777,876,246,157,117,166,141,127,62,235,0
875,141,79,221,497,157,163,84,145,111,1
4,203,517,81,32,50,107,142,236,267,0
54,136,91,81,235,114,203,518,236,555,1
58,141,517,81,40,777,131,157,29,412,0
875,200,42,81,432,10,107,7,202,235,1
41,203,99,202,40,72,104,55,81,432,1
41,62,38,18,37,39,121,112,29,497,1
41,106,517,202,22,14,62,7,18,432,1
777,876,246,157,117,166,141,127,62,235,0
41,62,105,145,111,10,421,103,429,44,1
887,56,112,523,117,164,62,517,221,40,1
875,200,42,81,432,10,107,7,202,235,1
27,200,112,429,111,38,62,50,81,57,0
92,62,517,236,267,106,104,50,429,34,1
92,421,147,222,50,113,200,127,81,432,0
114,76,91,498,497,126,141,103,81,518,1
164,200,45,81,432,38,154,58,523,50,1
113,887,80,81,350,23,154,103,429,412,1
41,203,105,202,16,36,141,34,18,74,0
113,203,84,81,888,92,421,112,523,16,0
81,150,50,107,201,54,203,166,145,12,1
166,60,104,236,267,83,154,69,21,235,1
39,55,887,81,432,83,154,103,498,111,1
8,234,41,30,111,58,200,42,202,888,1
150,64,50,235,111,39,163,517,523,412,1
80,200,103,145,432,41,234,50,81,25,1
266,77,75,360,26,122,200,4,202,74,1
42,106,104,236,43,517,75,58,81,147,0
113,234,38,79,235,14,154,147,81,888,1
92,106,517,145,555,41,81,91,131,497,1
113,77,103,21,12,48,202,112,50,267,0
27,20,91,29,267,888,131,92,523,24,1
80,131,45,202,40,102,106,166,103,267,1
92,246,517,145,432,106,102,236,15,267,0
164,106,103,67,432,39,245,127,145,497,0
42,203,58,157,267,38,516,238,222,89,1
42,238,20,147,888,79,62,517,202,40,1
150,245,777,145,32,106,102,103,236,111,0
82,246,136,222,147,122,200,39,29,44,0
24,106,105,202,235,133,120,50,523,555,0
154,234,238,81,350,875,104,61,221,7,0
10,421,55,221,350,245,516,246,235,202,1
266,106,517,145,350,777,76,245,267,81,0
62,5,131,29,101,106,887,4,145,147,1
126,25,163,96,235,24,62,166,147,43,1
80,62,99,119,53,82,106,777,145,111,1
2,121,105,119,267,516,76,112,236,888,1
42,246,517,147,235,266,131,163,81,43,1
41,30,104,523,888,114,141,101,222,117,1
6,200,26,202,16,8,131,157,81,350,1
114,203,7,81,22,516,101,39,147,33,1
114,76,91,221,350,113,104,84,15,22,0
113,131,238,21,267,24,48,90,119,235,0
24,246,245,81,22,14,102,105,350,221,1
14,246,112,81,555,58,200,61,236,350,0
266,30,45,67,888,516,91,101,235,36,1
223,421,7,51,99,84,77,221,119,888,1
122,141,18,29,79,106,104,84,81,432,1
14,245,246,236,267,92,203,3,360,12,0
79,62,13,81,888,113,106,23,236,267,1
114,876,91,202,497,10,121,131,221,350,1
24,141,69,523,117,10,30,157,147,37,1
79,104,518,523,78,777,30,221,202,111,1
113,200,90,81,111,74,56,104,523,117,0
164,35,26,145,888,92,62,112,81,43,0
516,203,268,221,267,266,141,517,236,43,1
122,76,163,202,432,39,59,101,81,147,0
24,102,20,221,267,39,234,55,147,44,1
35,59,238,81,43,10,421,99,221,142,1
266,59,45,21,89,41,106,103,81,40,1
41,234,117,81,432,24,102,20,115,267,1
266,104,80,112,555,62,107,127,221,350,1
266,28,1,236,267,887,131,104,221,117,0
113,56,517,221,22,92,163,99,67,40,0
24,60,103,22,235,14,30,163,221,40,1
875,163,246,81,235,887,141,92,21,40,1
112,62,92,222,25,78,9,163,555,360,0
84,106,497,222,40,24,64,517,96,555,0
266,104,61,67,40,516,62,163,498,267,1
150,203,103,110,40,114,104,517,236,267,1
54,28,39,81,40,58,141,498,711,117,0
10,106,157,222,40,74,62,55,51,497,0
54,77,61,21,26,516,245,246,498,40,1
82,56,3,202,40,50,421,4,145,267,1
10,876,777,96,117,516,62,268,222,40,1
2,234,45,222,117,122,104,127,29,40,0
2,121,105,119,267,516,76,112,236,888,1
11,516,777,147,16,14,121,27,81,267,1
10,245,75,221,117,2,131,157,147,74,0
10,75,154,360,74,83,163,50,81,16,1
14,203,518,429,235,266,120,42,81,350,0
78,76,147,429,37,266,245,42,29,350,1
24,246,245,81,22,14,102,105,350,221,1
223,245,92,81,40,2,107,27,145,267,0
92,245,104,81,117,223,131,777,236,267,1
516,76,1,523,117,245,141,246,81,147,0
164,76,91,29,7,114,62,3,498,111,0
106,91,76,429,117,266,28,777,498,9,0
78,245,246,21,99,10,203,74,81,37,0
126,25,163,96,235,24,62,166,147,43,1
58,245,246,81,43,114,104,63,202,888,1
92,127,77,21,22,154,104,84,498,497,1
14,234,115,145,25,122,203,235,81,147,1
80,76,18,222,235,10,131,75,81,147,0
10,104,75,147,22,41,200,112,145,44,1
24,203,61,81,888,82,234,127,222,432,0
777,64,13,81,43,14,11,22,147,497,0
777,131,127,157,235,113,64,84,81,432,1
41,62,103,429,79,164,64,112,202,432,0
10,64,777,21,350,78,121,127,221,40,0
126,64,127,50,147,39,887,777,360,12,0
82,427,238,523,412,164,64,112,81,432,1
10,141,68,147,40,516,234,112,145,111,0
266,163,3,81,350,67,887,64,523,412,0
266,62,3,202,888,24,60,64,236,267,0
114,60,103,221,53,164,234,34,498,432,1
92,238,103,523,59,58,234,45,429,888,1
104,64,163,221,59,429,60,136,114,412,1
41,64,517,202,22,14,60,131,37,59,0
41,245,238,202,63,14,64,60,236,412,0
10,145,45,234,111,114,62,103,81,888,1
6,30,157,202,117,126,163,518,221,37,1
114,246,45,221,350,39,238,518,360,44,0
23,64,498,101,497,122,421,45,523,163,1
777,9,103,221,350,39,64,4,29,267,1
122,113,112,202,432,39,245,43,223,235,0
2,62,101,81,350,888,76,91,15,85,0
42,246,517,147,235,266,131,163,81,43,1
113,154,145,21,147,2,107,517,81,43,1
24,76,147,145,555,41,268,62,202,235,1
266,421,79,221,74,164,11,4,50,235,1
39,163,166,81,432,266,121,30,145,7,1
41,104,517,96,147,106,203,42,21,235,1
78,121,517,221,350,14,11,105,22,40,0
164,62,112,236,555,39,59,145,235,223,1
2,107,517,202,235,41,62,42,81,267,0
41,104,3,43,18,14,60,91,202,22,0
6,11,157,222,117,82,64,166,221,888,0
23,62,4,30,16,14,76,81,92,53,0
150,3,131,523,117,223,120,42,429,201,0
39,238,127,235,223,887,104,91,202,432,1
41,106,517,202,22,14,62,7,18,432,1
122,141,103,81,22,8,83,266,29,350,1
8,33,91,81,43,114,131,157,147,111,0
24,77,99,145,147,516,59,127,222,350,1
83,131,157,81,22,23,62,42,221,350,1
114,102,42,67,350,268,76,429,221,526,1
92,11,221,22,888,164,76,18,51,99,0
24,76,147,145,555,41,268,62,202,235,1
164,28,112,145,888,887,163,429,81,43,1
42,75,429,221,350,266,77,517,22,235,1
777,106,518,221,497,24,234,84,18,26,0
516,203,268,221,267,266,141,517,236,43,1
26,234,39,81,201,268,876,523,157,111,0
24,876,41,236,267,887,131,157,81,43,1
41,238,69,81,432,36,76,2,429,32,0
41,234,50,235,267,85,64,777,119,888,0
164,234,8,81,432,92,11,38,202,888,0
266,104,142,221,350,41,234,166,147,37,1
114,77,4,81,16,78,64,3,222,412,1
150,2,61,22,555,78,421,127,147,888,0
8,11,105,81,25,114,64,517,235,62,1
114,200,38,235,147,68,141,91,145,497,1
150,11,34,236,99,69,62,238,18,888,1
166,62,55,498,497,83,103,91,74,235,0
83,141,142,81,40,92,9,147,223,235,0
41,234,104,145,34,92,131,112,223,235,1
516,62,236,145,888,266,887,127,81,432,1
876,121,517,67,44,145,11,8,497,875,1
516,102,157,145,111,114,48,103,236,267,0
126,64,112,67,53,516,77,39,202,432,0
41,203,105,202,432,150,154,92,523,117,0
150,55,154,360,32,67,2,112,523,43,1
266,102,112,221,201,24,163,38,147,44,1
126,246,517,29,16,114,102,42,202,74,1
122,203,142,81,99,266,234,103,221,432,0
24,76,555,145,74,10,421,166,81,497,1
114,876,69,81,74,24,62,103,221,147,0
875,33,7,236,267,92,28,23,221,43,0
266,163,23,523,74,875,154,222,236,16,1
555,76,497,266,429,57,64,142,222,53,0
79,107,163,221,117,24,121,55,81,44,1
266,234,105,360,111,154,102,103,96,117,0
875,62,103,202,888,887,555,142,523,48,0
150,246,142,221,101,10,64,7,96,117,0
516,30,55,29,888,266,203,161,523,412,0
516,102,78,81,43,14,104,268,29,350,0
223,11,55,523,111,78,102,69,21,40,1
78,77,42,119,267,8,11,3,497,51,1
78,121,517,221,350,14,11,105,22,40,0
164,64,113,21,350,887,103,104,29,147,0
78,104,38,81,43,150,14,8,429,267,0
266,104,55,145,111,78,30,238,236,16,1
78,245,3,145,201,113,203,61,429,111,0
78,76,147,429,37,266,245,42,29,350,1
24,421,42,235,57,164,30,157,221,888,0
154,131,23,222,111,516,55,200,523,555,0
78,62,31,523,34,27,107,164,103,235,0
45,203,78,222,22,43,102,236,523,888,0
24,141,69,202,350,78,154,112,81,62,1
78,62,8,429,111,266,131,92,157,201,0
10,64,266,67,111,114,141,516,360,12,1
10,64,777,21,350,78,121,127,221,40,0
78,2,127,21,43,10,234,245,222,32,0
78,141,238,221,432,92,154,91,18,350,0
114,77,4,81,16,78,64,3,222,412,1
122,131,18,523,22,27,200,68,81,350,1
150,200,268,81,555,119,75,157,131,43,1
36,141,8,523,26,114,62,518,222,44,1
266,64,147,81,22,24,141,105,523,235,1
107,234,517,523,22,50,64,147,202,89,0
164,141,38,429,518,21,245,154,98,235,0
10,62,112,221,555,164,163,6,147,16,1
516,141,875,119,111,83,121,55,429,888,1
14,131,104,221,555,92,141,711,119,267,1
58,62,147,221,888,92,131,104,81,235,0
150,887,104,147,432,266,154,45,235,223,0
79,200,4,81,555,92,154,10,235,74,0
39,55,887,81,432,83,154,103,498,111,1
113,200,79,67,111,266,102,101,145,44,1
62,102,91,202,32,84,234,221,147,432,0
80,200,136,221,267,62,887,104,147,235,1
113,887,236,147,235,79,427,81,360,57,0
166,30,41,498,555,200,114,147,145,201,0
39,163,236,145,111,777,62,61,555,81,0
102,234,103,22,201,41,163,127,111,429,1
119,19,55,54,888,777,11,103,498,101,1
777,59,8,21,497,24,131,157,96,161,1
777,9,55,222,267,41,107,101,15,235,1
777,76,41,81,143,24,91,4,29,43,1
122,9,101,360,43,777,141,16,145,99,1
106,141,105,22,43,777,104,134,429,111,1
777,106,127,51,555,27,121,161,236,267,0
10,30,238,202,37,875,106,96,22,99,0
14,131,81,157,888,84,5,238,202,40,0
777,107,50,360,40,154,234,246,96,267,0
777,163,103,145,40,82,11,360,498,412,0
429,120,103,875,350,777,131,157,22,40,1
84,64,163,29,117,23,79,235,81,777,0
126,75,20,81,350,114,76,45,18,44,1
39,203,45,145,111,43,200,42,81,350,0
150,246,45,221,350,154,62,517,81,44,1
41,77,61,81,43,58,427,45,236,267,1
61,203,45,516,235,24,20,112,157,111,1
875,887,246,236,267,777,876,45,360,235,0
92,82,101,523,888,164,62,45,145,147,0
777,59,221,145,111,58,154,142,29,44,1
79,245,236,360,43,875,104,45,18,497,1
41,107,245,202,26,114,76,23,81,412,0
516,234,105,202,43,86,45,62,81,147,1
150,121,517,202,432,126,104,45,81,63,0
122,131,518,157,235,150,60,517,236,267,0
2,887,45,236,113,58,102,266,498,53,1
164,62,45,236,267,10,81,166,163,412,0
39,234,45,221,53,58,154,103,21,555,1
60,150,518,202,432,887,45,4,104,235,1
79,11,55,145,111,122,60,45,202,235,0
875,107,887,221,350,523,72,45,516,22,1
516,62,69,81,44,75,35,711,30,518,0
6,45,120,67,235,887,59,147,15,22,1
79,104,518,523,78,777,30,221,202,111,1
164,35,26,145,888,92,62,112,81,43,0
41,59,50,267,236,516,234,13,81,147,1
24,876,41,236,267,887,131,157,81,43,1
45,203,78,222,22,43,102,236,523,888,0
58,163,888,777,59,24,82,45,67,43,1
266,76,81,42,432,58,203,69,429,497,0
164,154,63,81,350,92,245,103,67,37,1
164,77,222,127,888,43,131,157,523,48,0
517,24,76,222,16,164,711,876,18,53,1
164,30,157,222,223,887,203,79,221,161,1
164,154,4,44,360,57,200,99,145,16,0
114,28,27,360,526,14,76,58,221,888,0
83,55,64,81,16,777,62,27,221,43,0
164,104,50,64,235,127,234,145,147,111,0
6,876,236,202,43,164,38,96,107,267,1
516,203,127,81,43,122,887,55,235,45,1
777,234,887,498,201,58,421,84,18,111,0
887,121,61,202,147,126,203,134,67,235,1
876,121,517,67,44,145,11,8,497,875,1
164,131,157,145,111,79,203,127,235,32,1
4,203,517,81,32,50,107,142,236,267,0
164,121,34,21,432,887,203,105,202,555,1
887,56,112,523,117,164,62,517,221,40,1
150,203,517,119,32,62,75,3,222,26,0
92,203,43,51,147,150,104,45,81,40,0
266,131,18,29,350,126,203,26,21,40,1
112,203,107,145,350,154,64,136,96,40,1
113,56,3,145,267,41,234,236,147,201,1
875,131,157,221,37,516,56,103,81,350,1
266,76,81,42,432,58,203,69,429,497,0
107,517,99,81,432,75,203,163,360,12,1
41,33,268,29,497,516,2,517,21,888,1
266,62,517,145,12,163,56,516,81,526,1
164,245,3,236,267,84,203,1,145,53,0
92,203,104,429,43,875,245,120,236,350,1
41,120,103,221,350,24,56,3,30,147,0
14,238,102,22,147,92,203,136,202,53,1
150,59,268,202,235,104,203,16,221,22,1
10,104,127,429,32,114,163,121,236,25,0
516,62,236,145,888,266,887,127,81,432,1
41,62,38,18,37,39,121,112,29,497,1
29,131,157,126,37,10,141,54,145,32,0
10,141,51,235,147,114,106,45,81,267,0
41,106,517,202,22,14,62,7,18,432,1
24,141,69,523,117,10,30,157,147,37,1
58,141,517,81,40,777,131,157,29,412,0
875,200,42,81,432,10,107,7,202,235,1
24,245,42,221,44,122,121,99,222,432,1
92,62,10,81,432,24,141,147,145,22,1
516,154,69,202,427,27,421,157,22,432,1
92,62,63,119,888,80,20,45,29,555,1
24,48,517,115,16,92,102,432,145,147,1
516,427,41,236,37,92,62,42,221,432,0
114,107,10,81,432,516,11,69,236,412,1
10,141,68,147,40,516,234,112,145,111,0
39,131,157,96,432,154,421,101,18,111,1
150,121,517,202,432,126,104,45,81,63,0
62,245,234,202,432,92,163,104,22,44,0
83,203,103,221,432,50,121,39,18,497,1
887,5,238,202,16,875,131,84,523,267,0
114,147,50,236,9,92,62,8,81,888,1
777,62,268,221,350,114,59,61,236,267,1
150,254,50,81,888,114,421,268,119,117,1
150,81,5,163,350,126,234,69,22,111,0
266,163,55,221,350,777,29,69,59,267,1
104,200,45,221,40,114,62,55,81,43,1
114,64,40,81,4,876,62,23,29,350,1
24,113,142,221,235,164,30,90,81,432,1
50,78,42,81,16,58,154,147,67,44,0
887,121,429,777,89,14,62,61,221,350,1
150,62,101,202,888,39,121,518,235,147,0
92,154,7,221,350,10,56,147,69,432,1
58,31,43,221,40,145,246,39,147,63,1
114,120,142,429,111,266,106,517,21,350,1
41,234,112,145,117,114,62,84,221,267,0
41,104,103,221,350,64,2,55,498,235,0
84,91,127,236,267,777,234,103,221,111,1
62,43,127,81,234,166,131,157,96,117,1
92,106,42,221,350,234,113,10,222,117,0
79,887,41,21,350,114,89,127,429,421,1
78,62,8,429,111,266,131,92,157,201,0
39,234,777,30,25,164,104,517,67,201,1
84,427,157,221,421,10,64,7,222,412,0
24,141,20,202,432,164,421,4,51,43,0
61,203,45,516,235,24,20,112,157,111,1
34,421,103,145,497,41,107,154,81,888,0
39,421,103,81,235,62,203,69,498,43,1
84,106,63,81,432,6,421,3,29,350,0
2,30,40,221,236,54,59,112,429,111,0
39,59,268,21,22,83,5,13,81,147,1
39,62,112,145,518,266,421,8,51,43,0
266,64,103,221,497,41,106,711,222,432,0
126,421,101,202,111,10,102,127,222,22,0
221,106,103,54,111,113,141,777,236,267,0
113,64,136,81,888,92,106,103,202,235,0
92,106,10,429,111,14,104,61,81,555,1
114,120,142,429,111,266,106,517,21,350,1
114,106,38,498,888,240,30,163,145,53,0
516,102,78,81,43,14,104,268,29,350,0
164,62,112,236,555,39,59,145,235,223,1
516,102,157,145,111,114,48,103,236,267,0
41,104,3,43,18,14,60,91,202,22,0
113,131,238,21,267,24,48,90,119,235,0
92,62,517,236,267,106,104,50,429,34,1
24,876,41,236,267,887,131,157,81,43,1
45,203,78,222,22,43,102,236,523,888,0
887,102,517,223,235,777,64,4,147,37,0
150,203,112,221,37,114,141,101,222,16,1
24,141,147,81,16,114,131,157,222,432,1
62,60,58,236,267,266,777,245,119,888,1
122,60,18,81,43,41,104,42,429,111,1
268,141,163,202,350,887,246,41,235,223,0
266,102,41,523,412,14,48,34,360,147,0
50,62,7,222,526,39,104,4,81,40,0
41,234,163,202,22,516,104,268,81,44,1
102,104,50,7,235,14,59,55,202,22,0
14,104,84,429,111,64,2,55,81,350,0
516,141,268,222,432,104,79,112,81,555,1
777,154,83,235,68,114,40,517,157,77,0
83,203,103,221,432,50,121,39,18,497,1
41,200,517,221,44,42,141,58,81,63,0
126,113,103,235,147,6,106,61,81,117,1
10,104,127,429,32,114,163,121,236,25,0
8,62,105,236,350,114,76,127,223,235,1
41,62,38,18,37,39,121,112,29,497,1
24,30,777,202,432,78,203,82,236,267,1
412,64,127,222,84,41,20,90,29,888,1
777,104,42,147,44,41,33,82,236,350,1
41,238,69,81,432,36,76,2,429,32,0
112,62,10,236,350,114,245,99,81,16,0
112,102,36,81,555,33,58,517,222,111,1
107,234,517,523,22,50,64,147,202,89,0
83,141,42,22,32,114,163,147,360,555,1
10,64,777,21,350,78,121,127,221,40,0
79,83,200,81,350,24,203,147,30,235,1
114,200,38,235,147,68,141,91,145,497,1
82,427,238,523,412,164,64,112,81,432,1
114,131,91,523,888,92,30,266,221,427,0
126,113,103,235,147,6,106,61,81,117,1
41,234,104,145,34,92,131,112,223,235,1
8,62,105,236,350,114,76,127,223,235,1
876,121,517,67,44,145,11,8,497,875,1
516,102,157,145,111,114,48,103,236,267,0
83,56,112,236,16,429,427,157,221,350,0
107,200,8,147,37,83,62,34,18,888,1
8,234,39,145,53,516,62,103,51,111,1
114,203,127,498,267,126,106,34,18,497,1
223,421,7,51,99,84,77,221,119,888,1
14,245,246,236,267,92,203,3,360,12,0
26,62,517,236,432,114,876,104,81,350,0
875,141,79,221,497,157,163,84,145,111,1
164,35,26,145,888,92,62,112,81,43,0
41,59,50,267,236,516,234,13,81,147,1
75,77,101,81,40,10,876,91,145,497,1
114,76,91,498,497,126,141,103,81,518,1
164,200,45,81,432,38,154,58,523,50,1
516,141,875,119,111,83,121,55,429,888,1
41,234,50,235,267,85,64,777,119,888,0
24,102,7,147,235,126,2,127,51,555,0
412,64,127,222,84,41,20,90,29,888,1
114,876,91,202,497,10,121,131,221,350,1
114,200,38,235,147,68,141,91,145,497,1
39,55,887,81,432,83,154,103,498,111,1
516,104,103,15,89,777,421,517,81,432,1
126,62,103,81,412,114,64,50,202,497,0
41,131,42,235,223,114,62,103,429,526,0
54,62,112,96,235,126,200,38,498,78,0
64,76,236,81,432,523,234,103,10,111,0
41,163,84,221,350,27,104,7,81,161,0
24,76,777,236,22,150,20,10,145,43,0
150,121,127,81,22,84,59,69,21,432,0
83,141,84,202,22,164,76,96,67,117,0
10,104,81,136,22,63,76,777,523,44,1
106,62,127,30,22,26,120,268,222,43,1
10,20,236,145,555,164,102,517,202,40,1
75,5,84,81,111,126,56,157,236,267,0
75,103,203,29,555,266,131,164,221,350,1
84,421,112,145,555,516,104,103,221,40,1
83,203,103,221,432,50,121,39,18,497,1
41,200,517,221,44,42,141,58,81,63,0
164,102,50,81,235,516,3,141,145,44,0
83,163,777,221,888,24,43,141,429,37,1
516,62,236,145,888,266,887,127,81,432,1
421,8,497,18,266,164,56,117,221,44,0
777,234,103,147,44,223,141,3,145,432,1
150,3,131,523,117,223,120,42,429,201,0
126,246,517,29,16,114,102,42,202,74,1
266,104,55,145,111,78,30,238,236,16,1
122,141,134,498,235,102,245,157,145,44,1
92,427,13,81,43,887,77,112,221,235,0
92,62,136,236,350,106,28,104,202,147,0
83,131,157,81,22,23,62,42,221,350,1
114,107,81,127,432,266,200,38,29,555,1
113,107,777,145,497,876,141,79,18,555,1
875,141,79,221,497,157,163,84,145,111,1
201,200,103,202,24,58,234,99,221,111,0
114,876,91,202,497,10,121,131,221,350,1
41,62,105,145,111,10,421,103,429,44,1
67,56,55,81,350,150,107,127,221,26,0
2,234,105,29,44,150,421,154,236,16,0
6,106,55,497,221,24,203,157,8,350,0
78,145,55,163,111,711,75,114,202,555,0
777,59,221,145,111,58,154,142,29,44,1
6,234,55,113,34,24,203,127,221,22,1
10,245,91,236,267,164,35,43,202,22,1
122,62,45,81,89,36,163,91,236,111,0
79,11,55,145,111,122,60,45,202,235,0
164,163,39,221,350,516,203,127,29,117,1
164,141,127,51,22,43,104,55,429,888,0
266,163,55,221,350,777,29,69,59,267,1
10,60,91,21,40,266,234,63,202,235,0
154,60,157,29,350,10,200,8,235,44,1
24,62,34,29,22,14,163,166,16,147,1
887,107,55,145,111,122,64,13,29,555,1
106,154,55,81,526,92,25,145,236,111,0
114,887,55,81,201,112,421,157,145,432,1
75,91,63,22,235,41,421,55,29,350,1
98,113,39,29,12,107,131,517,202,235,0
24,876,41,236,267,887,131,157,81,43,1
126,64,221,127,267,106,141,7,81,43,1
113,11,136,22,25,41,200,103,81,43,1
777,35,103,202,412,58,427,157,221,111,1
84,131,1,236,267,2,28,163,18,350,1
266,163,3,81,350,67,887,64,523,412,0
266,163,23,523,74,875,154,222,236,16,1
164,77,222,127,888,43,131,157,523,48,0
64,28,41,221,16,24,62,84,81,432,0
63,62,14,221,350,92,9,54,81,432,0
2,77,79,222,89,27,141,90,81,350,1
24,78,38,81,40,36,48,39,221,432,1
113,163,80,67,44,122,131,157,81,888,0
266,201,76,221,43,79,107,103,236,267,0
79,30,240,202,101,887,154,75,221,235,1
114,28,27,360,526,14,76,58,221,888,0
41,131,5,221,111,777,245,84,18,497,1
10,91,154,81,555,98,62,103,145,888,0
221,106,103,54,111,113,141,777,236,267,0
41,234,127,222,117,223,2,246,119,888,1
42,246,517,147,235,266,131,163,81,43,1
92,11,221,22,888,164,76,18,51,99,0
24,76,147,145,555,41,268,62,202,235,1
266,421,79,221,74,164,11,4,50,235,1
777,154,83,235,68,114,40,517,157,77,0
83,203,103,221,432,50,121,39,18,497,1
41,30,429,235,62,516,76,58,81,37,0
164,62,112,236,555,39,59,145,235,223,1
516,102,157,145,111,114,48,103,236,267,0
41,203,105,202,432,150,154,92,523,117,0
777,234,103,147,44,223,141,3,145,432,1
107,200,8,147,37,83,62,34,18,888,1
114,203,7,81,22,516,101,39,147,33,1
164,154,61,236,22,79,102,234,235,40,0
516,141,517,236,40,83,154,75,235,223,0
102,163,777,235,202,83,203,79,81,432,0
41,91,142,21,99,39,75,8,235,246,1
29,131,157,126,37,10,141,54,145,32,0
10,141,51,235,147,114,106,45,81,267,0
39,234,112,202,16,114,203,518,235,223,0
164,234,112,81,350,887,107,14,145,53,0
26,113,131,81,497,164,200,517,429,111,0
114,107,81,127,432,266,200,38,29,555,1
113,107,777,145,497,876,141,79,18,555,1
164,107,14,147,412,126,234,142,498,497,1
4,203,517,81,32,50,107,142,236,267,0
78,62,31,523,34,27,107,164,103,235,0
875,200,42,81,432,10,107,7,202,235,1
27,200,112,429,111,38,62,50,81,57,0
98,121,103,429,412,112,81,223,2,147,0
82,141,45,81,12,164,154,105,51,22,1
41,203,105,202,16,36,141,34,18,74,0
